PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
RESULT_TYPE,,,,,,,STRING,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,Type of compound activity based on both the GR agonist mode screen and the auto fluorescence counter screens.,Type of compound activity in the ratio readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the ratio readout of the GR agonist mode screen.,Percent activation in the ratio readout of the GR agonist mode screen.,Type of compound activity in the 530 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 530 nm readout of the GR agonist mode screen.,Percent activation in the 530 nm readout of the GR agonist mode screen.,Type of compound activity in the 460 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 460 nm readout of the GR agonist mode screen.,Percent activation in the 460 nm readout of the GR agonist mode screen.,Type of compound activity in the auto fluorescence counter screens.,Where sample was obtained.
RESULT_UNIT,,,,,,,NONE,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,
5222,144208775,7969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5223,144208776,16584,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5224,144208777,7076,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5225,144208778,10707,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,59.7092,-42.0359,active antagonist,58.5744,-33.4878,inactive,SigmaAldrich
5226,144208779,24434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5227,144208780,998,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa Aesar
5228,144208781,8160,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5229,144208782,20087,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5230,144208783,8184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5231,144208784,40326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
5232,144208785,5963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5233,144208786,5284441,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5234,144208787,8449,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5235,144208788,12170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5236,144208789,7418,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5237,144208790,299,Inconclusive,5,,,inconclusive,active agonist,54.0482,176.898,active antagonist,42.2317,-88.7545,active antagonist,14.6593,-32.8977,inactive,SigmaAldrich
5238,144208791,6540,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inactive,,0,inactive,SigmaAldrich
5239,144208792,6269,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5240,144208793,3346,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5241,144208794,7451,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5242,144208795,235227,Inconclusive,5,,,inconclusive,inconclusive,,0,active antagonist,46.0575,-73.1874,active antagonist,20.5731,-38.3441,inactive,SigmaAldrich
5243,144208796,91511,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,61.9089,-40.9181,active antagonist,59.5781,-38.129,inactive,SigmaAldrich
5244,144208797,62479,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5245,144208798,2206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5246,144208799,517121,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5247,144208800,8086,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5248,144208801,31215,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5249,144208802,10430,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5250,144208803,1480,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-14.5674,inactive,,0,inactive,,0,inactive,SIGMA
5251,144208804,4101,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5252,144208805,5853,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5253,144208806,7943,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5254,144208807,5694,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5255,144208808,4075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5256,144208809,11487,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5257,144208810,5505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5258,144208811,7443,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5259,144208812,3423265,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5260,144208813,,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
5261,144208814,8117,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5262,144208815,3039,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5263,144208816,3090,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5264,144208817,30773,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5265,144208818,4110039,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5266,144208819,516871,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5267,144208820,9275,Inconclusive,5,,,inconclusive,inconclusive,,0,inconclusive antagonist,55.0486,-94.1643,active antagonist,32.1672,-36.3583,inactive,SigmaAldrich
5268,144208821,12101,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5269,144208822,7064,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5270,144208823,20083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5271,144208824,15096,Inconclusive,5,,,inconclusive,active agonist,12.8091,137.67,active antagonist,1.67566,-80.888,active antagonist,0.572162,-35.0255,inactive,SigmaAldrich
5272,144208825,5284363,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5273,144208826,12348,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5274,144208827,8200,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5275,144208828,12025,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5276,144208829,43226,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5277,144208830,6421,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5278,144208831,493570,Inconclusive,5,,,inconclusive,active antagonist,,-15.527,active agonist,48.4873,56.1905,inactive,,0,inconclusive,SigmaAldrich
5279,144208832,25670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5280,144208833,6295,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5281,144208834,7447,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5282,144208835,27756,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5283,144208836,995,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5284,144208837,996,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5285,144208838,11241,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5286,144208839,4420,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5287,144208840,18752,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5288,144208841,87244,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5289,144208842,41385,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
5290,144208843,9740,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5291,144208844,6503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5292,144208845,7603,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5293,144208846,31362,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5294,144208847,15659,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5295,144208848,10009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5296,144208849,520196,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5297,144208850,8342,Inconclusive,5,,,inconclusive,inconclusive agonist,34.7842,41.1246,active antagonist,27.6301,-66.9467,active antagonist,28.711,-35.7302,inconclusive,SigmaAldrich
5298,144208851,22833331,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5299,144208852,8861,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SigmaAldrich
5300,144208853,24066,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5301,144208854,8371,Inactive,0,,,inactive,inactive,,0,inconclusive,,0,inactive,,0,inactive,SIGMA
5302,144208855,8635,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5303,144208856,6549,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5304,144208857,7489,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5305,144208858,17142,Inconclusive,5,,,inconclusive,inconclusive,,0,inconclusive antagonist,57.8406,-36.8073,inconclusive,,0,inactive,SIGMA
5306,144208859,7040,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5307,144208860,8559,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5308,144208861,6124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5309,144208862,24685,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5310,144208863,39965,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5311,144208864,78170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5312,144208865,7153,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Pfaltz-Bauer
5313,144208866,11107,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5314,144208867,79,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5315,144208868,7895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5316,144208869,985,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5317,144208870,17317,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5318,144208871,5755,Active,75,,,active agonist,active agonist,0.0316727,98.5466,inconclusive antagonist,,0,active agonist,0.0369277,149.594,inactive,SIGMA
5319,144208872,24482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5320,144208873,12688,Inconclusive,5,,,inconclusive,active agonist,25.8324,120.18,active antagonist,18.288,-100.762,active antagonist,0.230232,-32.3072,inactive,SigmaAldrich
5321,144208874,37517,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5322,144208875,798,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5323,144208876,2724385,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,SIGMA
5324,144208877,3032791,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5325,144208878,8872,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5326,144208879,6702,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,50.3408,-34.9791,active antagonist,9.66614,-27.8579,inactive,SIGMA
5327,144208880,676454,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5328,144208881,9473,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5329,144208882,7195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Acros
5330,144208883,2519,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5331,144208884,9880,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5332,144208885,15910,Inconclusive,5,,,inconclusive,inconclusive agonist,14.3433,32.7893,active antagonist,7.91253,-58.8314,inconclusive antagonist,3.40133,-41.3038,inactive,SIGMA
5333,144208886,73670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5334,144208887,54677470,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5335,144208888,2734161,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5336,144208889,11529,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5337,144208890,19241,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,7.65819,144.544,inconclusive antagonist,,0,inconclusive agonist,21.5837,194.038,inactive,SIGMA
5338,144208891,7975,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SigmaAldrich
5339,144208892,17869,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5340,144208893,33286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5341,144208894,21209,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5342,144208895,8076,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5343,144208896,77703,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5344,144208897,12397,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5345,144208898,66494,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5346,144208899,8113,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,SIGMA
5347,144208900,978,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5348,144208901,6854,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5349,144208902,4684,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5350,144208903,9787,Inactive,0,,,inactive,inactive,,0,active antagonist,22.8338,-47.4759,active antagonist,18.1375,-28.6348,inconclusive,SIGMA
5351,144208904,7292,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5352,144208905,7270,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5353,144208906,9074,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,active antagonist,61.9995,-31.3247,inactive,TCI
5354,144208907,17038,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,SIGMA
5355,144208908,92839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
5356,144208909,67271,Inconclusive,5,,,inconclusive,active agonist,36.2156,61.9226,active antagonist,34.8521,-83.6492,inconclusive antagonist,49.2299,-33.903,inactive,Sensient
5357,144208910,3073,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,VWR
5358,144208911,24764,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,SIGMA
5359,144208912,6966,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5360,144208913,8142,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5361,144208914,936,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inconclusive antagonist,,0,inconclusive agonist,,0,inactive,SigmaAldrich
5362,144208915,1133,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5363,144208916,23707968,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Interchem
5364,144208917,643460,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5365,144208918,11251,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5366,144208919,62551,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5367,144208920,8813,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,57.9402,-38.3023,inactive,,0,inactive,SIGMA
5368,144208921,7577,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5369,144208922,9128,Active,41,,,active agonist,active agonist,45.9218,44.7511,inconclusive agonist,,0,active agonist,41.7208,88.1572,inactive,SIGMA
5370,144208923,6901,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5371,144208924,7849,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5372,144208925,5280934,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,61.0796,-67.9887,inactive,,0,inactive,SIGMA
5373,144208926,7335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5374,144208927,3026,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5375,144208928,19499,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Interchem
5376,144208929,31657,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5377,144208930,8437,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5378,144208931,2779938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5379,144208932,4931,Inconclusive,10,,,inconclusive antagonist,inconclusive antagonist,,-17.4203,inactive,,0,active antagonist,54.941,-33.8447,inactive,SIGMA
5380,144208933,8038,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,SigmaAldrich
5381,144208934,76302,Inconclusive,5,,,inconclusive,active agonist,61.4262,30.4298,active antagonist,61.4262,-77.0879,inconclusive,,0,inactive,SigmaAldrich
5382,144208935,6998,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,SigmaAldrich
5383,144208936,117549,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5384,144208937,17318,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5385,144208938,8326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA
5386,144208939,657298,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5387,144208940,3485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5388,144208941,6626,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5389,144208942,9568700,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5390,144208943,5541,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5391,144208944,17049,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5392,144208945,4021,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5393,144208946,7916,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5394,144208947,10332,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5395,144208948,7416,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5396,144208949,1486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5397,144208950,71485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5398,144208951,10522,Inconclusive,5,,,inconclusive,inconclusive agonist,24.7907,91.9054,inconclusive antagonist,11.0736,-88.5966,active antagonist,7.8395,-39.1699,inactive,SIGMA
5399,144208952,7729,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,City Chemical
5400,144208953,5934,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,Sensient
5401,144208954,19395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5402,144208955,8050,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inconclusive antagonist,,0,inactive,,0,inactive,SIGMA
5403,144208956,8195,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inconclusive antagonist,,0,inconclusive agonist,,0,inactive,SigmaAldrich
5404,144208957,7274,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,SigmaAldrich
5405,144208958,440968,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,SIGMA
5406,144208959,5641,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5407,144208960,11057,Inconclusive,5,,,inconclusive,active agonist,37.2523,75.9491,active antagonist,19.7767,-81.2615,active antagonist,5.2218,-39.1142,inactive,SigmaAldrich
5408,144208961,13618,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5409,144208962,10722,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5410,144208963,11831,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5411,144208964,7670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5412,144208965,4114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5413,144208966,7002,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5414,144208967,444972,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5415,144208968,10555,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5416,144208969,7582,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5417,144208970,6796,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5418,144208971,8303,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
5419,144208972,4933,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
5420,144208973,7648,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
5421,144208974,19458,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
5422,144208975,727,Inconclusive,30,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,0,inactive,SigmaAldrich
5423,144208976,5192,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,SIGMA
