PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
1702,26752961,16720,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091284-02/24056012,,Inconclusive,0.0089,31.47,,,,,,,,4,,10.8973,,2.5923,-3.7979,10.6926,7.4085,5.0622,4.7038,11.9487,9.5341,7.1245,6.7646,-1.2705,6.2167,,6.577,1.843,10.8973,,,,,,,,,,,,,,,4,,-11.213,,-19.588,-15.81,-14.4451,-14.0917,-19.6208,-17.1253,-15.511,-15.1889,-16.5799,-19.9085,-15.0523,-15.954,,-15.2548,-13.45,-11.213,,,,,,,,,Complete curve; partial efficacy; poor fit,-8.05,4.095,0.4728,38.1821,6.7121,1.4,1 0 1 0 0 0 0 0 0 0 1 0 0 0 0,34.0357,,37.6574,6.9486,48.1676,27.7825,38.477,32.1519,47.734,47.063,46.616,51.1915,12.6645,36.1918,,34.3656,14.4138,34.0357,,,,,,,,,QC'd by EPA
1703,26752962,6991,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091290-02/24056463,,Inactive,,,,,,,,,,4,,-8.4513,,-4.9952,-10.3328,0.0134,2.563,-7.9692,-4.566,-0.728,-0.0425,-10.3105,-3.7607,-3.6887,-8.1889,,-3.5033,-7.1747,-8.4513,,,,,,,,,,,,,,,4,,0.7457,,7.0223,6.6002,-1.3084,-0.7027,-1.6117,8.6959,1.0385,2.107,-2.6809,-1.1111,2.3268,1.0586,,2,5.452,0.7457,,,,,,,,,,,,,,,4,,-35.7551,,-38.4083,-52.1441,9.3435,0.5069,-29.8208,-44.5291,-12.5612,-6.7329,-20.3242,-12.6184,-22.8567,-25.5366,,-19.1345,-43.7024,-35.7551,,,,,,,,,QC'd by SigmaAldrich
1704,26752963,6978,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091299-02/24056362,,Inactive,,,,,,,,,,4,,-8.0798,,-9.9199,-12.9273,-7.0768,-0.5495,-5.5509,-5.3702,-10.146,-9.1157,-4.3019,-9.3143,-8.8482,-7.501,,-15.87,-9.7825,-8.0798,,,,,,,,,,,,,,,4,,13.2265,,-0.8735,6.8386,-3.3728,-4.6577,-3.9947,-5.3213,6.6709,-1.5526,-1.9929,11.8889,-2.2636,-3.3919,,-0.5501,0.1974,13.2265,,,,,,,,,,,,,,,4,,-42.8574,,-20.5891,-44.6194,-1.9406,10.0341,-5.8538,2.2833,-38.8317,-13.2857,1.7203,-43.1725,-14.8992,-5.7714,,-28.9692,-25.4385,-42.8574,,,,,,,,,QC'd by SigmaAldrich
1705,26752964,8326,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091300-02/24056711,,Inactive,,,,,,,,,,4,,-6.13,,-11.0574,-7.4566,-0.7296,4.2327,-0.3624,2.9477,-1.5993,3.6418,-6.4286,2.3121,6.04,-3.0146,,-1.9586,-0.32,-6.13,,,,,,,,,,,,,,,4,,-6.2222,,-3.2088,4.5116,4.13,0.4805,-0.8046,-6.0027,-7.7179,-1.5163,18.4586,6.1111,4.671,-5.0716,,-3.1547,-7.4088,-6.2222,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0,-8.616,,-25.8035,-36.0943,-16.0741,-5.0035,-10.367,16.8585,9.9607,9.5753,-48.2804,-16.2661,-7.1648,-0.2362,,-4.0223,15.3593,-8.616,,,,,,,,,QC'd by SigmaAldrich
1706,26752965,5569,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091301-04/24056091,,Inactive,,,,,,,,,,4,,-1.6858,,-9.2545,-2.4244,-3.6305,-1.9043,1.3607,-3.7837,-7.2711,-5.1394,-0.8743,-1.6578,0.2584,-5.5798,,-2.0588,-1.3045,-1.6858,,,,,,,,,,,,,,,4,,-7.0018,,-2.1688,-2.5577,2.172,-4.5405,-8.0013,0.1928,-6.3669,-5.6193,-5.4054,-3.4054,-8.1287,-9.3803,,-8.0639,-7.2393,-7.0018,,,,,,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-3.0367,,-31.7735,-17.6863,-27.1035,-13.2429,5.5225,-28.9786,-22.0483,-10.8719,1.7034,-12.756,10.06,2.7243,,5.2486,-0.1763,-3.0367,,,,,,,,,QC'd by EPA
1707,26752966,7583,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091303-02/24056603,,Inactive,,,,,,,,,,4,,-2.1803,,-0.8614,-8.0519,2.486,-8.0613,-2.8347,-0.7946,-3.3727,-6.8917,-4.5192,-1.6443,-12.3303,-4.4568,,-0.7878,-2.3342,-2.1803,,,,,,,,,,,,,,,4,,-3.399,,-19.4499,-6.5026,-18.0088,-17.3574,-22.8498,-15.8073,-10.8504,-3.7837,-16.5201,-19.1111,-1.3377,-14.7703,,-14.3367,-13.26,-3.399,,,,,,,,,,,,,,,4,,-41.8966,,0.0031,-50.9921,12.0931,-30.203,2.1561,-13.5133,-32.5349,-48.1856,-13.9251,-2.7806,-63.7569,-21.6046,,-16.4909,-23.1654,-41.8966,,,,,,,,,QC'd by SigmaAldrich
1708,26752967,6720,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091305-02/24055605,,Inactive,,,,,,,,,,4,,9.2556,,-3.5433,0.6967,-0.7486,-7.8667,-1.6676,-1.7427,-0.4852,4.2392,-10.47,-9.2061,3.7959,-9.5497,,-0.2455,0.9867,9.2556,,,,,,,,,,,,,,,4,,-0.7953,,-2.0084,-0.2206,2.8771,-5.5165,-3.7228,-0.4404,-4.2778,2.9905,-3.9409,-6.2222,-0.7647,0.9349,,-3.3831,-0.1111,-0.7953,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 1 0 0 0,25.8777,,-7.9079,-4.0302,-12.031,-14.14,-3.829,-11.9766,7.2679,1.6106,-19.8427,-15.7649,8.3832,-24.5736,,8.073,-2.846,25.8777,,,,,,,,,QC'd by EPA
1709,26752968,6901,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091311-02/24056823,,Inactive,,,,,,,,,,4,,5.2563,,-2.0009,2.6773,-2.6157,-1.8705,-2.0392,-2.526,-0.706,8.1806,-6.7678,1.0162,-0.7816,-9.4008,,0.358,2.0513,5.2563,,,,,,,,,,,,,,,4,,-16.1669,,-14.8735,-16.5809,-2.0046,-19.4144,-20.3649,-12.7351,-17.906,-16.1943,-15.1418,-12.1111,-16.4815,-12.0572,,-17.6176,-17.0388,-16.1669,,,,,,,,,,,,,,,4,,21.418,,-3.7548,11.3388,-28.4115,6.4353,8.4116,-12.7231,7.6933,33.5951,-10.993,-3.2549,4.5696,-21.9067,,10.1827,15.2895,21.418,,,,,,,,,QC'd by SigmaAldrich
1710,26752969,11813,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091312-02/24056684,,Inactive,,,,,,,,,,4,,2.4707,,-1.591,-0.7315,8.1426,5.9752,5.0728,7.341,-0.6027,1.5272,5.0511,7.9063,3.9704,-0.8918,,-2.1302,-0.8078,2.4707,,,,,,,,,,,,,,,4,,-12.506,,-11.2078,-15.2111,-11.4562,-13.039,-16.5889,-14.8835,-18.1838,-13.6958,-14.9764,-15.5556,-10.1961,-12.2478,,-14.7512,-15.8468,-12.506,,,,,,,,,,,,,,,4,,17.9706,,5.4908,17.1965,35.6955,24.5287,34.2247,38.5857,27.1698,24.7972,41.4702,44.8567,15.522,12.9318,,17.4444,18.6328,17.9706,,,,,,,,,QC'd by SigmaAldrich
1711,26752970,15965,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091319-02/24056495,,Inactive,,,,,,,,,,4,,2.996,,-5.8469,4.8522,5.6316,-3.8197,-8.5287,-2.9962,-5.7332,-5.3037,-2.1886,7.7658,0.0376,-2.2182,,4.9007,3.7753,2.996,,,,,,,,,,,,,,,4,,-16.4243,,-10.2372,-16.5412,-15.2267,-5.443,-1.2174,-20.0476,-15.2223,-22.1697,-12.6868,-11.5001,-11.6547,-14.368,,-13.7652,-13.7795,-16.4243,,,,,,,,,,,,,,,4,,21.0619,,-13.0121,22.9487,28.9268,-20.5676,-33.1907,12.8294,-6.8171,21.8467,1.6471,19.0342,0.9075,5.0809,,15.62,15.3342,21.0619,,,,,,,,,QC'd by EPA
1712,26752971,15965,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091319-03/24056499,,Inactive,,,,,,,,,,4,,1.6304,,2.6328,1.2019,3.2832,-3.0321,-6.7529,0.4542,2.861,-4.1853,3.5212,-2.2235,3.1811,-1.7937,,2.1597,8.0456,1.6304,,,,,,,,,,,,,,,4,,-2.5056,,-2.5665,2.5176,0.4225,-3.7868,-8.1247,-0.2209,-4.0641,3.7392,-1.0686,-2.2222,-0.6558,-3.9814,,-0.7246,1.2913,-2.5056,,,,,,,,,,,,,,,4,0 0 0 0 0 0 1 0 1 0 0 0 0 0 0,13.1113,,17.4436,-4.583,14.4967,0.6776,-0.2553,0.1425,22.8838,-16.1342,21.6055,0.0538,12.6371,14.7901,,11.5149,20.2995,13.1113,,,,,,,,,QC'd by SigmaAldrich
1713,26752972,2969,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091320-02/24056654,,Inconclusive,0.0178,54.7091,,,,,,,,4,,-4.498,,-0.1148,7.4593,3.915,-2.1535,-5.3112,-1.9359,0.3115,-0.2256,-4.2848,-1.0568,-6.9419,-13.3427,,-5.9502,1.9927,-4.498,,,,,,,,,,,,,,,4,,11.197,,-2.9152,-4.852,-3.4111,-6.3925,-10.7705,-2.7618,-2.1253,-6.3983,0.8329,4.067,-2.2489,-6.8284,,-0.5936,4.0702,11.197,,,,,,,,,Complete curve; partial efficacy; poor fit,-7.75,0.5,0.8371,-16.8819,37.8273,-1.4,1 0 0 0 0 0 0 1 0 0 0 0 0 0 0,-30.8401,,4.7805,27.665,22.6057,5.9044,10.1097,-2.0641,2.4326,21.4896,-10.4809,-12.9094,-13.0704,-9.4489,,-10.4632,-6.4879,-30.8401,,,,,,,,,QC'd by SigmaAldrich
1714,26752973,3037,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091325-05/24055845,,Inactive,,,,,,,,,,4,,3.0013,,-7.529,-0.4309,-9.1902,5.2248,-12.1261,-3.099,-6.287,-4.1627,0.9552,2.2227,-0.5468,-0.3786,,-3.816,3.5627,3.0013,,,,,,,,,,,,,,,4,,2.3825,,-3.5541,15.0596,11.3726,-3.4565,-4.0018,4.5634,1.8803,0.1753,0.1537,4.4444,-0.0763,9.5002,,4.5978,4.849,2.3825,,,,,,,,,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-2.1103,,-12.819,-39.611,-45.3803,15.1066,-30.3625,-25.1623,-26.4372,-10.8657,2.9803,-10.3637,-5.7443,-27.3126,,-23.2778,-7.9891,-2.1103,,,,,,,,,QC'd by SigmaAldrich
1715,26752974,7013,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091327-02/24056810,,Inconclusive,0.0025,23.9847,,,,,,,,4,,-2.0328,,-1.7645,0.601,-2.5501,-5.4135,-1.8293,-5.3035,-5.9726,-6.6659,-11.7356,0.5258,-3.2562,-2.7908,,-10.9021,-5.0467,-2.0328,,,,,,,,,,,,,,,4,,-1.8506,,-2.2366,1.6572,0.7866,-1.4865,-0.9187,-0.9759,-0.3889,5.1711,0.0426,-0.3333,2.9608,-0.2552,,-2.9877,-1.3732,-1.8506,,,,,,,,,Complete curve; partial efficacy; poor fit,-8.6,1,0.4826,-20.8162,3.1685,-1.4,0 0 0 0 0 0 0 1 0 1 0 0 0 0 1,-3.1157,,-1.9429,-11.7857,-9.047,-19.9195,-12.7135,-19.5268,-22.6926,-34.8838,-34.4301,-1.6881,-24.0225,-11.8045,,-20.1401,-14.4867,-3.1157,,,,,,,,,QC'd by SigmaAldrich
1716,26752975,9074,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091332-02/24056350,,Inactive,,,,,,,,,,4,,1.1696,,-7.5975,-8.9102,4.2001,7.3299,-4.2185,4.9869,-1.634,-0.64,-2.717,-10.401,-5.231,-8.229,,-7.375,-4.6046,1.1696,,,,,,,,,,,,,,,4,,3.3441,,8.9103,-0.6137,-0.1306,10.9283,19.8753,1.2567,-1.1963,8.11,8.7978,18.1926,8.1991,-4.3634,,-6.3684,15.6457,3.3441,,,,,,,,,,,,,,,4,,-17.7342,,-45.8882,-34.0953,5.2987,-25.7206,-55.6195,-4.2665,-14.4104,-28.7928,-35.2889,-64.0051,-41.9568,-14.1563,,-5.8764,-52.6456,-17.7342,,,,,,,,,QC'd by SigmaAldrich
1717,26752976,8691,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091334-03/24056947,,Inactive,,,,,,,,,,4,,-17.9312,,-17.5329,-6.1436,-2.6559,-13.7432,-12.6243,-7.1308,-10.2658,-6.9589,-2.2347,2.2777,-3.0499,-2.4925,,-31.4736,-17.3539,-17.9312,,,,,,,,,,,,,,,4,,1.0706,,1.4445,0.388,-3.0972,8.1363,-6.1876,3.2481,10.7908,0.8584,-0.4353,10.2054,2.1161,3.7168,,-5.6222,-2.5659,1.0706,,,,,,,,,,,,,,,4,,-50.2013,,-39.543,-14.0196,12.5553,-45.4598,-20.1983,-24.6889,-42.0983,-12.192,4.7101,-14.2407,-9.1377,-8.9127,,-47.1852,-43.126,-50.2013,,,,,,,,,QC'd by SigmaAldrich
1718,26752977,7440,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091347-02/24056820,,Inactive,,,,,,,,,,4,,-1.49,,-7.8251,-5.4051,-10.8713,-3.48,-9.3336,-10.1133,-2.8698,-5.8076,-3.2213,-5.6104,0.3614,-8.0903,,-2.4624,-2.2878,-1.49,,,,,,,,,,,,,,,4,,-1.4532,,-0.2183,6.0083,1.1301,-2.0841,1.1462,14.9152,-3.6752,-3.571,2.0804,3.7778,1.5033,-0.2743,,-0.3954,-3.0529,-1.4532,,,,,,,,,,,,,,,4,0 0 0 1 0 1 0 0 0 0 0 0 0 0 0,3.5655,,-16.7478,-28.6505,-26.6655,-4.2986,-29.8069,-52.6576,6.1474,4.6202,-7.3488,-22.8594,-1.2592,-12.9707,,-1.7031,7.843,3.5655,,,,,,,,,QC'd by SigmaAldrich
1719,26752978,8842,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091348-03/24055843,,Inactive,,,,,,,,,,4,,5.7704,,-1.4126,-3.0148,8.1205,2.6183,-0.8499,-4.845,-3.045,-0.0861,-2.0234,-2.4694,-2.3663,-2.7179,,-3.3565,3.1851,5.7704,,,,,,,,,,,,,,,4,,4.6222,,6.0372,4.6765,5.6709,0.045,-0.9789,-1.4552,0.2308,6.7576,-1.0567,-1.6667,3.3312,3.5244,,-1.4131,-2.2255,4.6222,,,,,,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0 0 0 1,-0.044,,-21.754,-24.8662,5.3955,-1.4127,-6.5518,-14.1807,-13.3645,-16.8053,1.0037,-4.6605,-17.9456,-17.1192,,-5.3461,15.5666,-0.044,,,,,,,,,QC'd by SigmaAldrich
1720,26752980,7452,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091351-02/24055657,,Inactive,,,,,,,,,,4,,-9.819,,-9.8855,-7.1643,-4.5997,-7.8031,-8.8902,-16.9625,-6.9457,-10.226,-5.5448,3.8687,-9.6405,-12.3373,,-1.9329,-3.9511,-9.819,,,,,,,,,,,,,,,4,,0.5971,,-2.2681,-2.171,3.5724,-3.8026,-2.8249,-1.84,-4.8608,7.7575,-1.8739,2.9512,-2.7199,-0.6365,,-1.6085,5.4765,0.5971,,,,,,,,,,,,,,,4,,-24.277,,-15.2411,-9.8317,-14.187,-9.0767,-15.8466,-40.2192,0.6865,-36.4669,1.574,4.807,-12.7135,-21.9544,,0.8354,-21.2175,-24.277,,,,,,,,,QC'd by SigmaAldrich
1721,26752981,7430,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091358-02/24055997,,Inactive,,,,,,,,,,4,,-0.3698,,-0.8815,5.5902,5.0346,1.303,1.8472,2.965,-0.2547,-6.2564,3.3469,5.7048,6.0985,0.3309,,2.9914,6.3831,-0.3698,,,,,,,,,,,,,,,4,,-0.8976,,-4.3502,0.6493,-3.5438,-5.2042,3.2819,-0.6653,0.2991,-6.7588,1.5721,-2.2222,0.7516,-2.02,,-3.623,-4.1154,-0.8976,,,,,,,,,,,,,,,4,,-6.9957,,7.2672,6.4742,28.2443,11.7938,-12.5594,1.5673,-9.2158,1.0413,4.0998,17.4818,9.5254,7.7955,,18.6236,28.5672,-6.9957,,,,,,,,,QC'd by EPA
1722,26752982,8560,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091365-02/24055727,,Inactive,,,,,,,,,,4,,-10.3752,,-7.8895,-12.0054,-5.7869,-4.0356,-7.179,-8.7268,-10.6743,-13.5287,-3.3912,-6.7228,-7.9014,-14.1044,,-11.4657,-11.5083,-10.3752,,,,,,,,,,,,,,,4,,-9.701,,-9.3299,-5.6905,-3.7217,-6.8014,-8.5549,-12.2716,7.1803,-3.7125,-7.0332,-8.6573,-6.2477,-7.886,,-4.9231,-9.6087,-9.701,,,,,,,,,,,,,,,4,,-6.063,,3.1509,-20.1043,-4.1435,0.3904,-3.1857,8.286,-40.7339,-24.2047,14.0685,3.1514,-6.8042,-11.5156,,-14.2993,-9.2239,-6.063,,,,,,,,,QC'd by SigmaAldrich
1723,26752983,11855,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091369-02/24056382,,Inactive,,,,,,,,,,4,,-0.1977,,-3.6319,-1.4162,1.0645,22.7939,-2.7084,-3.7739,-1.1501,-3.0047,0.3654,-0.4259,-1.174,-5.5806,,-2.8457,0.8285,-0.1977,,,,,,,,,,,,,,,4,,1.1024,,1.3328,3.9636,1.6579,10.3093,-1.8287,2.4324,0.1624,1.6583,1.0189,6.6667,2.4248,3.5365,,1.3422,1.1208,1.1024,,,,,,,,,,,,,,,4,,-8.8847,,-16.8177,-20.8586,-0.3929,12.2772,-11.2436,-24.8795,-9.2654,-12.3353,0.5644,-23.9713,-14.0701,-22.3505,,-11.1866,-5.2575,-8.8847,,,,,,,,,QC'd by SigmaAldrich
1724,26752984,4211,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091374-06/24055893,,Inactive,,,,,,,,,,4,,-13.3754,,0.0677,-8.9094,-2.4319,5.4717,-1.2379,-0.978,-9.3076,0.2066,2.6688,5.2521,-5.3174,-4.0827,,-4.0801,4.2859,-13.3754,,,,,,,,,,,,,,,4,,-3.9804,,-1.9912,-0.4142,2.1668,-0.188,-0.3247,-0.7452,-1.0364,1.8499,0.1398,2.3525,-2.4797,-1.8441,,-2.5105,-0.1868,-3.9804,,,,,,,,,,,,,,,4,,-49.2927,,-4.6819,-35.9876,-21.4445,-1.0524,-19.7493,-15.7842,-38.8902,-12.3141,1.6394,-4.9584,-18.9511,-11.037,,-9.1314,1.6264,-49.2927,,,,,,,,,QC'd by SigmaAldrich
1725,26752985,11123,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091375-02/24056546,,Inactive,,,,,,,,,,4,,-2.6086,,-4.3327,-3.6439,-14.9527,-9.8166,-11.4052,-1.4726,-4.5029,-10.7824,-4.6862,-16.5647,-10.6723,-5.2152,,-7.4489,-2.2002,-2.6086,,,,,,,,,,,,,,,4,,-10.0816,,-7.3353,-3.8221,-13.2923,-1.3754,-11.7422,-8.3159,-6.7821,-6.8889,-9.1229,-6.8889,-1.3333,-8.7717,,-8.5249,-8.3991,-10.0816,,,,,,,,,,,,,,,4,0 0 0 1 0 0 0 0 1 0 0 0 0 0 0,8.8694,,-8.2549,-19.3354,-13.4139,-41.4399,-20.4109,2.8365,-11.6676,-22.5176,5.9827,-45.847,-40.3227,-3.4003,,-9.6418,3.8518,8.8694,,,,,,,,,QC'd by EPA
1726,26752987,4754,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091376-05/24055870,,Inactive,,,,,,,,,,4,,3.984,,-1.15,-3.0559,3.0994,1.0695,-1.6874,3.0529,-3.0315,3.8595,-0.4893,4.0285,0.2394,-4.7441,,-2.71,0.3888,3.984,,,,,,,,,,,,,,,4,,0.725,,-5.5927,0.7087,-1.7206,-3.4407,-3.7092,1.0449,-2.4677,-0.4356,-1.9358,-0.9121,-1.923,0.3566,,-3.1834,6.4859,0.725,,,,,,,,,,,,,,,4,0 1 0 0 0 0 1 0 0 0 0 0 0 0 1,-3.7519,,2.9913,-23.8296,7.4106,-3.3379,-11.2462,-9.6991,-15.5743,4.6108,-2.1449,1.1579,-5.433,-20.4645,,-6.7,-28.1317,-3.7519,,,,,,,,,QC'd by SigmaAldrich
1727,26752988,8765,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091380-02/24056321,,Inactive,,,,,,,,,,4,,-0.4979,,6.4417,-4.6699,-0.1591,-6.1809,-5.1558,-3.7989,-7.1347,0.2494,-3.2794,-7.2204,-0.7644,-9.1676,,-7.4082,-7.2422,-0.4979,,,,,,,,,,,,,,,4,,-4.526,,5.0283,3.4859,-0.2661,9.2613,-0.0918,-4.1873,-1.8675,-1.7611,-1.227,0.4444,-0.6797,-0.4965,,-3.8896,7.2967,-4.526,,,,,,,,,,,,,,,4,,15.5087,,-3.0275,-25.3683,5.38,-41.6339,-19.4105,0.771,-17.1865,12.3141,0.1556,-22.8428,-0.6278,-18.8826,,-4.9381,-39.3297,15.5087,,,,,,,,,QC'd by SigmaAldrich
1728,26752989,8805,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091384-02/24056833,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 1 0 0 0 0 0 0 0,-12.8766,,-1.7633,6.9858,-0.4867,0.4057,4.2584,1.0128,2.339,-8.6035,-6.8894,0.6545,-0.8963,-4.7811,,8.1846,-12.5686,-12.8766,,,,,,,,,,,,,,,4,,-25.4932,,-14.8889,-9.6315,-10.8334,-8.0781,-15.7918,-15.328,-10.4017,7.0362,2.8771,-11,-15.2157,-7.4621,,-12.4349,-28.0496,-25.4932,,,,,,,,,,,,,,,4,,31.0201,,30.1669,32.4152,26.1338,12.1737,45.6764,38.3937,25.8448,-22.2894,-15.5574,24.9949,35.009,6.6144,,42.6535,55.1704,31.0201,,,,,,,,,QC'd by SigmaAldrich
1729,26752990,16562,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-p1/NCGC00091385-02/24056754,,Inactive,,,,,,,,,,4,,1.5223,,-9.706,-1.7966,-0.7269,-5.5722,1.8803,7.3436,0.3083,-6.1184,-5.4589,7.7596,-5.2983,-2.1985,,-11.3431,-0.7148,1.5223,,,,,,,,,,,,,,,4,,-18.5072,,-16.5687,-14.8163,-16.8889,-3.0552,-10.1353,-16.6785,-6.526,-13.3602,-11.9943,-11.5687,-9.2703,-16.4641,,-19.4317,-18.079,-18.5072,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 1 0 0 0 0 0,20.1317,,-13.7647,-0.6665,14.3226,-31.7728,-5.0748,30.0452,-14.3673,-10.8775,-12.8178,16.0598,-20.0737,9.1549,,-2.1554,11.9388,20.1317,,,,,,,,,QC'd by EPA
