PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
1380,17390040,2734956,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08006943-01/24060330,,Inactive,,,,,,,,,,4,,10.9993,9.5171,,12.4667,,-28.4181,-0.4285,-1.5192,20.4596,8.8228,4.5025,17.0817,,9.2884,29.428,5.8699,18.351,10.9993,,,,,,,,,,,,,,,4,,1.0687,5.5314,,12.7403,,13.6969,20.5208,6.2185,8.6827,5.5225,20.4903,21.4212,,12.47,39.1988,2.5574,15.5508,1.0687,,,,,,,,,,,,,,,4,,-9.9694,-12.774,,-14.0075,,-26.1089,-14.8194,-16.8467,-8.8636,-9.4913,-11.9114,-1.8766,,-15.3198,-19.5997,-11.5513,-12.7598,-9.9694,,,,,,,,,QC'd by NIEHS/NTP
1381,17390041,6115,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981728-01/24060504,,Inactive,,,,,,,,,,4,,-9.9549,-21.2,,-18.076,,-10.5804,-15.3766,15.6207,-10.4945,-12.7601,-22.1931,-10.0707,,-16.2358,-25.2648,-9.5474,-4.7632,-9.9549,,,,,,,,,,,,,,,4,,2.3888,-1.8464,,-10.7364,,2.8495,11.7997,-6.2322,4.0837,-3.3641,-6.6799,0.7341,,-8.5623,-5.4432,-8.0064,-2.6901,2.3888,,,,,,,,,,,,,,,4,,-10.5461,-13.3925,,-5.5087,,-5.8756,-15.3673,10.9753,-11.3442,-4.1898,-10.7836,-5.4852,,-5.1056,-13.2524,-2.4363,-3.7616,-10.5461,,,,,,,,,QC'd by NIEHS/NTP
1382,17390042,7541,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07930230-01/24059860,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 1,-20.0842,-6.9241,,-24.4161,,15.0656,16.9232,33.2812,-0.9282,14.0373,16.6059,13.3237,,-0.0417,3.4274,-2.093,-4.2196,-20.0842,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 1 0 0 0 0 0 1,-15.4348,-9.1048,,-21.8896,,-2.3558,3.9936,2.0359,-9.9744,1.6173,11.4723,6.9712,,-0.9983,-1.0987,-1.7217,0.26,-15.4348,,,,,,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0 0 0,-7.0769,-2.0494,,-4.4109,,12.0346,4.9562,18.5694,1.9783,7.9331,-0.2675,3.246,,-1.8963,-0.5953,-2.463,-5.3961,-7.0769,,,,,,,,,QC'd by NIEHS/NTP
1383,17390043,1549040,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08005951-01/24060871,,Inactive,,,,,,,,,,4,0 1 1 0 0 0 0 0 0 0 0 0 0 0,10.0707,-7.2078,,17.1738,,-21.076,-2.9352,2.5859,-3.2976,-14.0965,5.9935,-8.8618,,-21.8109,6.2643,-8.985,18.4184,10.0707,,,,,,,,,,,,,,,4,,-0.0261,-1.9231,,6.6628,,6.0256,4.1543,8.7912,1.0996,8.5138,9.8416,26.2019,,-0.276,9.2964,-1.0222,13.4246,-0.0261,,,,,,,,,,,,,,,4,,0.4367,-7.3759,,2.9503,,-16.4661,-7.4846,-5.6,-7.4374,-14.2324,-6.1984,-20.766,,-15.8121,-5.9477,-7.3609,-1.7374,0.4367,,,,,,,,,QC'd by NIEHS/NTP
1384,17390044,23565,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944766-01/24060898,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0 0 1,1.8453,0.4731,,-25.8716,,-2.5516,1.0463,4.3736,12.0128,22.6312,6.3736,1.6106,,7.0547,10.0551,10.1362,18.8371,1.8453,,,,,,,,,,,,,,,4,,2.3198,7.6192,,-5.49,,6.5224,0.166,5.7938,12.9463,6.4204,5.9372,5.5288,,2.1725,5.4092,6.7199,6.7475,2.3198,,,,,,,,,,,,,,,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,-4.3857,-8.1222,,-16.6616,,-5.7198,-2.4711,-1.6604,-4.8482,10.8811,-2.8851,-3.2425,,1.3475,-0.2608,0.1159,4.9754,-4.3857,,,,,,,,,QC'd by NIEHS/NTP
1385,17390045,7102,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07990310-01/24060488,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 1 0 0,20.0992,-6.011,,4.8785,,1.3786,-7.0701,-3.7298,15.586,10.7525,-8.1471,-10.6825,,-18.189,12.2255,-14.6198,17.4488,20.0992,,,,,,,,,,,,,,,4,,22.1629,5.242,,12.8933,,10.17,12.013,9.0462,30.4677,21.2242,2.3841,6.5001,,7.3253,19.4257,13.7874,39.7936,22.1629,,,,,,,,,,,,,,,4,,-4.9998,-7.6357,,-4.5567,,-1.6052,-10.5065,-5.977,-10.7262,-3.2889,-6.2114,-7.3093,,-13.5317,-5.313,-15.6718,-13.3313,-4.9998,,,,,,,,,QC'd by NIEHS/NTP
1386,17390046,7340,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07976031-01/24060656,,Cytotoxic,44.6684,37.6812,,Partial curve; high efficacy,-4.4,1.4163,0.9416,-130.308,4.5833,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-99.0419,11.9622,,15.5397,,-7.124,-1.7976,8.0027,-0.0024,12.9049,-3.1637,8.7325,,-7.5173,-6.395,-29.3861,-52.2049,-99.0419,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.55,1.1,0.8538,-75.5946,3.0977,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-58.575,-4.7404,,3.8049,,11.7147,1.2657,-1.1529,9.5627,0.1004,-10.1012,19.4712,,-11.0424,-14.239,-27.4537,-37.1951,-58.575,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.35,3.5117,0.772,-38.1705,-0.4893,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.4204,5.9168,,4.2909,,-9.9946,-4.2154,4.1663,-9.1094,7.4728,0.8665,-6.0307,,-0.284,1.3269,-3.885,-13.183,-37.4204,,,,,,,,,QC'd by NIEHS/NTP
1387,17390047,8341,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080883-01/24060108,,Cytotoxic,44.6684,30.4596,,Single point of activity,-4.35,3.5117,0.7671,-61.039,7,-3,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-61.7885,13.9446,,-8.6992,,-6.2945,0.8524,8.0282,-2.9281,9.6636,6.2382,16.1483,,12.4171,25.5924,0.9383,-8.6777,-61.7885,,,,,,,,,,,,,,,4,,-14.0375,-6.2496,,-6.9113,,-3.3954,1.0174,6.1349,1.581,4.8446,-1.329,7.8225,,15.8474,9.6753,-4.3656,7.9586,-14.0375,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.35,3.9295,0.8426,-32.9596,-2.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-30.7996,3.8723,,-5.5749,,-3.0292,-4.7938,-3.3202,-8.996,0.5115,-1.5824,1.4694,,-5.7759,1.562,-2.2525,-13.7034,-30.7996,,,,,,,,,QC'd by NIEHS/NTP
1388,17390048,8486,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080919-01/24060172,,Inactive,,,,,,,,,,4,,37.4935,-5.6026,,-13.8613,,-65.1686,-0.3889,21.2485,4.4915,21.8469,4.922,-8.3698,,-0.4096,-8.6713,-6.6487,-0.1051,37.4935,,,,,,,,,,,,,,,4,0 0 1 0 0 0 1 0 0 0 0 0 0 1,29.5109,11.5238,,0.4643,,-49.8387,8.5591,23.4776,2.1512,30.3555,1.4554,-9.1656,,3.3378,-2.2777,5.2964,-8.4958,29.5109,,,,,,,,,,,,,,,4,,-2.4802,-12.7097,,-10.4255,,-11.3215,-7.2706,-3.4335,-3.828,-4.19,-1.9395,-0.4897,,-4.2266,-7.2388,-9.2231,0.7596,-2.4802,,,,,,,,,QC'd by NIEHS/NTP
1389,17390049,3417419,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981358-01/24061066,,Activator,17.7828,43.3393,,Partial curve; partial efficacy; poor fit,-4.4,0.4,0.36,52.3539,3.7093,2.4,0 0 0 0 1 0 0 0 0 0 0 0 0 1,13.021,2.1485,,6.9091,,22.3325,-4.4089,-37.0097,22.4219,10.9117,13.0445,14.6589,,5.1019,12.3215,21.3867,41.2267,13.021,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.75,1,0.8153,45.4606,2.1213,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,32.7891,2.7019,,-3.5191,,10.2688,3.0312,2.3096,9.5887,4.1523,4.7394,14.9323,,3.3276,11.0005,23.2418,39.5974,32.7891,,,,,,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 0,-11.6248,-5.2131,,6.1965,,9.7158,-5.1254,-25.5701,5.2415,6.0539,3.9388,1.3996,,1.0892,-0.4224,-1.2673,-0.0836,-11.6248,,,,,,,,,QC'd by NIEHS/NTP
1390,17390050,4984721,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080926-01/24060514,,Inconclusive,,,,,,,,,,4,0 0 0 1 0 0 1 0 0 0 0 0 0 0,-19.1894,-34.6109,,-36.2669,,-37.4035,-16.4672,-38.1631,-36.3184,-23.5551,-26.7062,-43.1469,,-35.346,-44.8388,-34.892,-24.7736,-19.1894,,,,,,,,,Single point of activity,-4.3,3.0654,0.6475,28.7669,-8.9396,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0,30.1133,-18.0539,,-16.6346,,-13.2158,-0.367,0.2588,1.4874,-5.4426,-15.1314,-9.2094,,-16.5431,-2.4341,-6.4244,-2.5259,30.1133,,,,,,,,,,,,,,,4,,-19.7817,-1.738,,-1.9743,,-1.7558,-1.1187,-11.8421,-14.4082,1.0884,2.1294,-8.6927,,-0.8046,-16.0434,-7.5914,-5.0555,-19.7817,,,,,,,,,QC'd by NIEHS/NTP
1391,17390051,3613389,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080901-01/24060942,,Inactive,,,,,,,,,,4,,-14.8197,-4.9692,,-7.775,,-16.1893,8.0235,-17.3107,-10.3647,-11.4974,-10.2701,-26.913,,-9.8207,-0.9587,-9.8731,-20.9382,-14.8197,,,,,,,,,,,,,,,4,,-5.7981,-9.699,,-10.5653,,-0.9305,0.5569,0.7571,1.2493,1.4407,-1.5731,-5.2574,,-12.6319,0.5704,-9.1253,-9.3699,-5.7981,,,,,,,,,,,,,,,4,,-4.6279,4.0604,,4.8774,,-2.6991,6.4117,-6.1161,-5.824,-1.8468,-2.6952,-7.3526,,6.0756,0.7227,2.8648,-4.0801,-4.6279,,,,,,,,,QC'd by NIEHS/NTP
1392,17390052,6702,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981243-01/24060432,,Inconclusive,,,,Partial curve; partial efficacy; poor fit,-4.4,1.6259,0.7261,-66.7118,1.657,-2.4,0 1 0 0 0 0 0 0 0 0 0 0 0 0,-50.8548,-12.4868,,-25.8888,,-2.8903,0.0889,12.8503,8.6125,5.5171,7.9094,-10.3884,,-2.9722,16.0056,-25.8824,-25.7059,-50.8548,,,,,,,,,,,,,,,4,,-42.6261,-12.2204,,-26.9387,,-10.8354,-18.1311,-14.7273,-9.0463,-9.3355,-13.303,-22.9348,,-8.5971,-0.4852,-13.746,-24.6151,-42.6261,,,,,,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0 0 0,-12.4247,-5.9928,,-5.0377,,2.4924,5.4178,12.2546,3.4087,6.1224,6.6544,4.0887,,-1.1808,3.5441,-11.8136,-5.7977,-12.4247,,,,,,,,,QC'd by NIEHS/NTP
1393,17390053,28207,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07930296-01/24061002,,Inconclusive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,25.0106,-6.7504,,-19.166,,-81.0989,-19.5372,12.1453,-13.8322,6.7942,-4.0648,-27.3751,,-15.2166,-15.4945,-26.5943,18.0511,25.0106,,,,,,,,,Partial curve; partial efficacy; poor fit,-4.4,4.4495,0.4119,33.8357,-1.6613,2.4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,31.2025,0.053,,-19.4689,,-56.8776,6.0194,3.1682,16.2529,22.7764,-12.4915,-10.259,,-12.962,-10.0983,-2.7681,16.0536,31.2025,,,,,,,,,,,,,,,4,,-6.8183,-6.4124,,-1.4325,,-16.6662,-13.5163,3.5657,-17.0347,-6.248,2.2262,-8.7932,,-2.1016,-5.2946,-13.7582,-1.8864,-6.8183,,,,,,,,,QC'd by NIEHS/NTP
1394,17390054,5971,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08548261-01/24059855,,Inactive,,,,,,,,,,4,,5.4237,10.3362,,-1.5076,,14.0223,9.5209,17.9631,14.2579,18.7871,6.6005,17.1568,,9.3567,4.7686,6.1835,11.493,5.4237,,,,,,,,,,,,,,,4,,-1.2802,9.9588,,-4.0222,,-9.6594,4.9334,0.147,5.339,8.9939,11.2155,-0.5888,,10.3876,15.9285,3.8334,3.1572,-1.2802,,,,,,,,,,,,,,,4,,5.2751,1.7156,,4.603,,10.2022,5.0975,4.8458,-4.3561,11.4387,-0.8851,17.13,,2.2471,-5.1043,4.7061,8.0114,5.2751,,,,,,,,,QC'd by NIEHS/NTP
1395,17390055,7838,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08007048-01/24060095,,Inactive,,,,,,,,,,4,,34.9039,-1.8821,,-7.1807,,7.4497,-2.4752,-2.9318,8.4057,-9.8801,-3.0719,-4.2445,,-8.8009,0.0044,0.6182,-20.8258,34.9039,,,,,,,,,,,,,,,4,,25.5615,-0.0175,,-2.5981,,7.8526,5.7876,8.3301,11.266,10.6656,6.8106,27.8846,,1.8695,-1.2406,-2.837,6.9579,25.5615,,,,,,,,,,,,,,,4,,-2.1106,-6.3705,,-6.7459,,-1.478,-6.3329,-9.1864,-7.574,-14.1553,-7.7182,-19.8644,,-7.237,-3.9253,-1.4082,-20.2657,-2.1106,,,,,,,,,QC'd by NIEHS/NTP
1396,17390056,7850,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944770-01/24061059,,Inactive,,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 1 0 0 1,19.0019,11.3579,,-19.4701,,17.2121,10.5274,11.9039,4.9057,6.1722,22.7803,7.2617,,-3.6818,42.3907,-3.0861,5.9383,19.0019,,,,,,,,,,,,,,,4,0 1 0 0 1 0 0 0 0 0 0 0 0 1,3.3045,-1.5854,,-10.7445,,8.1638,9.018,15.2321,5.891,-8.1506,3.1954,8.933,,1.3131,5.0118,-10.5057,28.3206,3.3045,,,,,,,,,,,,,,,4,,1.8417,1.3748,,-10.7212,,3.3842,-4.0063,-5.1687,-7.06,6.4345,5.8485,-3.8879,,-7.5797,15.6625,0.001,-16.0303,1.8417,,,,,,,,,QC'd by NIEHS/NTP
1397,17390057,7858,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08001049-01/24059887,,Inactive,,,,,,,,,,4,,-10.5605,2.1832,,-15.4307,,-35.0276,-1.1786,-8.9382,-23.373,-1.4853,-12.4495,-12.4107,,-25.6966,-23.9756,-16.5919,-13.6897,-10.5605,,,,,,,,,,,,,,,4,,-19.6293,-1.8322,,-18.8841,,-24.4824,13.3289,-4.4,-18.9331,9.0016,-18.5638,-11.6458,,-21.1521,-7.8407,-8.3736,-14.5875,-19.6293,,,,,,,,,,,,,,,4,,1.4803,-1.1242,,1.5239,,-3.0678,-8.0759,-2.5226,-4.8163,-3.6703,2.3174,1.2485,,-1.9928,-10.1462,-5.3281,-1.113,1.4803,,,,,,,,,QC'd by NIEHS/NTP
1398,17390058,2087,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08582989-01/24060835,,Inactive,,,,,,,,,,4,,-45.9717,3.4055,,1.6084,,-33.6797,21.4244,40.0121,10.4417,0.4908,6.4399,4.9152,,0.6833,9.5318,8.6479,29.1409,-45.9717,,,,,,,,,,,,,,,4,0 0 0 1 1 0 0 0 0 0 0 0 0 1,-16.0365,1.6301,,-3.3338,,10.5542,27.4985,5.7545,15.4448,17.0777,24.5723,16.3476,,7.9545,15.725,0.3371,29.9988,-16.0365,,,,,,,,,,,,,,,4,,-25.2648,-5.9679,,-2.5377,,-21.7643,0.6048,16.1357,-9.0206,-2.9891,-6.9585,-9.2799,,-8.3464,-8.8603,1.935,-5.7922,-25.2648,,,,,,,,,QC'd by NIEHS/NTP
1399,17390059,9570071,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02911423-01/24061013,,Inactive,,,,,,,,,,4,1 0 0 1 0 0 1 0 0 0 0 0 0 0,14.2286,-36.832,,-4.9668,,-22.6359,13.8621,-15.8547,-10.4918,12.8265,-16.9062,-12.2832,,-1.4428,-12.9227,-16.938,-1.5715,14.2286,,,,,,,,,,,,,,,4,0 0 0 1 1 0 0 0 0 0 0 0 0 0,20.5595,-6.068,,16.3035,,13.0673,25.8283,0.8918,10.1583,14.0357,13.3629,8.1474,,7.4806,23.4863,4.585,8.0719,20.5595,,,,,,,,,,,,,,,4,,-7.6686,-18.201,,-11.8553,,-16.1229,-7.2325,-8.2855,-13.3796,1.385,-16.9775,-9.1782,,-4.3482,-19.8325,-11.9896,-6.879,-7.6686,,,,,,,,,QC'd by NIEHS/NTP
1400,17390060,12364,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981115-01/24059820,,Inactive,,,,,,,,,,4,,7.1066,-17.8315,,-8.3361,,17.0936,-19.8178,0.6122,12.1062,-7.9003,-17.9942,0.3351,,-3.7233,11.7579,-6.0141,10.6001,7.1066,,,,,,,,,,,,,,,4,,-5.007,-8.4707,,-1.3115,,12.7833,-11.3958,-6.7588,24.0886,-1.6964,-3.8261,-0.6462,,-10.4143,9.844,-1.4821,-13.6362,-5.007,,,,,,,,,,,,,,,4,1 0 1 0 0 0 0 0 0 0 0 0 0 1,2.5552,-8.2174,,-5.5919,,3.6212,-6.7777,3.8175,-9.7161,-2.8244,-10.3838,0.8921,,3.1975,-1.8536,-4.2077,12.223,2.5552,,,,,,,,,QC'd by NIEHS/NTP
1401,17390061,457193,Active,96,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02914401-01/24060372,,Inhibitor,0.1259,108.831,,Complete curve; high efficacy,-6.9,3.0654,0.9805,-137.746,-26.0862,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-137.085,-14.6229,,-22.9049,,-44.4051,-31.3917,-28.3218,-89.2842,-130.939,-131.178,-136.292,,-133.165,-136.791,-142.222,-145.988,-137.085,,,,,,,,,Complete curve; high efficacy,-6.9,3.9295,0.9845,-129.961,-21.1294,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-126.758,-28.4707,,-29.8125,,-27.9167,-11.4242,-12.3136,-83.9433,-124.566,-128.417,-135.096,,-129.359,-128.736,-133.45,-132.901,-126.758,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-13.1734,7.9118,,4.8517,,-8.2597,-11.495,-7.5387,-5.674,-14.8129,-6.4124,-4.676,,-13.4731,-16.3744,-12.2304,-17.3354,-13.1734,,,,,,,,,QC'd by NIEHS/NTP
1402,17390062,7855,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08003428-01/24059874,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 1 0 0 0,10.1482,-22.9817,,-13.9181,,-7.9818,3.2851,-16.9978,24.3572,-6.1005,1.4313,-24.8634,,26.8742,53.8472,-2.7392,29.3511,10.1482,,,,,,,,,,,,,,,4,,-17.41,-1.9786,,-17.3053,,6.4904,1.8155,11.5728,9.4452,-2.9383,-12.6499,-11.2981,,3.8207,6.0589,-14.2477,3.8433,-17.41,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,5.386,-24.6271,,-9.878,,-17.0892,-10.0153,-24.7241,-3.1867,-11.5573,-2.9372,-20.1219,,3.9688,17.3936,-3.3622,4.652,5.386,,,,,,,,,QC'd by NIEHS/NTP
1403,17390063,6579,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB02509527-01/24060718,,Inconclusive,,,,,,,,,,4,,34.4033,-0.7618,,-5.0477,,1.4999,8.8461,23.3764,18.6343,28.2071,-11.6101,0.4886,,5.5117,4.1172,7.9,14.1908,34.4033,,,,,,,,,Single point of activity,-4.5,4.9549,0.6654,48.8947,2.2176,3,1 0 0 0 0 0 0 0 0 0 0 0 0 1,17.7682,-8.1116,,-6.9485,,6.5674,-1.1376,9.4991,13.1727,6.911,-3.7584,0.8943,,9.6534,3.134,-7.1055,37.7775,17.7682,,,,,,,,,,,,,,,4,,-0.4487,-2.583,,-4.2339,,-5.1267,-0.0052,2.4256,-4.9149,8.924,-10.4919,-3.5333,,-7.0666,-5.7612,3.3643,-17.3905,-0.4487,,,,,,,,,QC'd by NIEHS/NTP
1404,17390064,7847,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08003806-01/24060622,,Inactive,,,,,,,,,,4,0 0 0 1 0 1 0 0 0 0 0 0 0 0,-3.8953,-35.2693,,-34.3022,,-33.2045,-0.0951,-26.7746,9.8393,-29.1257,-7.0444,16.2723,,5.1845,24.3683,22.1934,4.4704,-3.8953,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,4.8839,-25.3398,,-24.8956,,-0.1442,-23.4209,-23.1898,-10.5182,-9.543,-10.9497,-2.6442,,3.168,5.1278,4.5543,-3.1584,4.8839,,,,,,,,,,,,,,,4,0 0 1 1 0 0 0 0 0 0 0 0 0 1,-8.672,-10.1133,,-9.1105,,-18.7246,11.4295,-3.2461,7.5479,-12.5536,-0.9533,10.4581,,-0.7359,7.0572,7.0755,1.3053,-8.672,,,,,,,,,QC'd by NIEHS/NTP
1405,17390065,8247,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07934766-01/24060494,,Inhibitor,3.5481,45.2209,,Partial curve; partial efficacy,-5,1.1,0.9215,-89.2528,-9.4157,-2.2,0 1 0 0 0 0 0 0 0 0 0 0 0 1,-42.0855,-12.4786,,-34.0672,,-10.425,-21.4218,-3.387,-1.9203,-5.8516,-17.0679,-18.4948,,-35.6323,-34,-65.8134,-73.0345,-42.0855,,,,,,,,,Complete curve; partial efficacy; poor fit,-5.45,2.7202,0.8766,-51.6389,-6.4179,-1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-45.12,-11.1636,,-18.8204,,-5.6891,-17.3834,-9.6007,-11.5245,-10.7053,7.2913,-9.6154,,-30.5911,-45.7704,-52.9864,-56.8881,-45.12,,,,,,,,,,,,,,,4,,-1.234,-4.6328,,-11.4557,,-2.2684,-4.9543,2.1919,1.0797,3.0698,-16.1799,-5.6969,,-5.0058,6.1858,-10.2068,-12.5786,-1.234,,,,,,,,,QC'd by NIEHS/NTP
