PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
1397,144204950,26133,Inconclusive,20,,,active agonist,active agonist,0.556323,70.8372,inactive,,0,active agonist,0.881713,44.585,inactive,,0,Microsource
1398,144204951,5641,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1399,144204952,5453,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SigmaAldrich
1400,144204953,5424,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1401,144204954,5334,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1402,144204955,4842,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1403,144204956,3316,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1404,144204957,5198,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,Microsource
1405,144204958,9941647,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,18.9959,62.7236,inactive,,0,Microsource
1406,144204959,5055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,,0,Microsource
1407,144204960,23703990,Inconclusive,20,,,active agonist,active agonist,5.15221,185.839,inactive,,0,active agonist,3.01065,187.95,inconclusive agonist,1.5089,35.3321,Microsource
1408,144204961,9578507,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1409,144204962,3032818,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1410,144204963,14710,Inconclusive,20,,,active agonist,active agonist,4.77156,144.97,active antagonist,4.09255,-37.8796,inconclusive agonist,,0,inconclusive antagonist,18.9959,-70.2537,Microsource
1411,144204964,443958,Inconclusive,20,,,active agonist,active agonist,0.0337801,81.5495,inactive,,0,active agonist,0.0189959,86.9915,inactive,,0,Microsource
1412,144204965,5037,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1413,144204966,5447,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1414,144204967,32798,Inconclusive,20,,,active agonist,active agonist,0.00221476,87.2548,inconclusive antagonist,,0,active agonist,0.0182807,37.9768,inactive,,0,Microsource
1415,144204968,5284537,Active,65,,,active antagonist,active antagonist,2.39145,-115.239,inconclusive agonist,,0,active antagonist,2.485,-111.38,inactive,,0,Microsource
1416,144204969,66061,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1417,144204970,4747,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1418,144204971,1269845,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1419,144204972,3365,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1420,144204973,73111,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1421,144204974,5284623,Inconclusive,20,,,active agonist,active agonist,4.25266,57.5311,inactive,,0,active agonist,4.59192,61.6781,inconclusive,,0,Microsource
1422,144204975,16129778,Inconclusive,5,,,inconclusive,active agonist,9.52052,134.666,active antagonist,8.48517,-69.4433,active antagonist,11.1001,-152.472,active antagonist,11.9856,-89.6768,Microsource
1423,144204976,6806,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1424,144204977,66070,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1425,144204978,5656,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1426,144204979,123608,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1427,144204980,51040,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1428,144204981,15459,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1429,144204982,5284534,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Microsource
1430,144204983,5090,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,1.79333,43.2203,inactive,,0,Microsource
1431,144204984,16667700,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Microsource
1432,144204985,5311309,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,Microsource
1433,144204986,3749,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1434,144204987,77999,Inconclusive,20,,,active agonist,active agonist,16.9301,70.0018,inactive,,0,active agonist,4.25266,92.3305,inactive,,0,Microsource
1435,144204988,3961,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1436,144204989,441314,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1437,144204990,5284600,Active,52,,,active antagonist,active antagonist,0.816571,-33.6719,inactive,,0,active antagonist,0.756242,-34.141,inconclusive antagonist,,0,Microsource
1438,144204991,119607,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1439,144204992,101526,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1440,144204993,60560,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,active agonist,11.5344,50.0638,inactive,,0,Microsource
1441,144204994,5362123,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,8.48517,45.2063,inactive,,0,active agonist,13.4481,82.7462,inactive,,0,Microsource
1442,144204995,3324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1443,144204996,150311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Microsource
1444,144204997,123606,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1445,144204998,130881,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,23.9145,51.1281,inconclusive antagonist,,0,Microsource
1446,144204999,5282242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1447,144205000,5284633,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1448,144205001,64764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Microsource
1449,144205002,16114800,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1450,144205003,5486699,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1451,144205004,13789,Active,56,,,active antagonist,active antagonist,12.9418,-117.32,inconclusive agonist,11.3152,34.1923,active antagonist,7.00369,-88.8069,inactive,,0,Microsource
1452,144205005,65999,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,18.9959,-60.462,inactive,,0,inconclusive antagonist,21.3138,-49.6925,inactive,,0,Microsource
1453,144205006,5484727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1454,144205007,3002190,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1455,144205008,60857,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1456,144205009,135511839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1457,144205010,71815,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,Microsource
1458,144205011,119525,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1459,144205012,134601,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,Microsource
1460,144205013,5042,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,10.6822,172.007,inactive,,0,Microsource
1461,144205014,60196281,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Microsource
1462,144205015,56207,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1463,144205016,666418,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1464,144205017,2577,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,33.6734,inactive,,0,inconclusive agonist,0.201215,43.3461,inactive,,0,Microsource
1465,144205018,18087,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1466,144205019,3599,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,Microsource
1467,144205020,9556529,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,21.3138,-129.643,inactive,,0,Microsource
1468,144205021,442872,Active,53,,,active antagonist,active antagonist,6.24205,-68.3076,inactive,,0,active antagonist,14.2449,-81.0515,inactive,,0,Microsource
1469,144205022,54360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,21.4471,inactive,,0,Microsource
1470,144205023,4236,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
1471,144205024,5732,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,18.9959,69.0362,inactive,,0,inconclusive agonist,11.3152,46.8869,inactive,,0,Microsource
1472,144205025,5284627,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Microsource
1473,144205026,9588170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Microsource
1474,144205027,16759173,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1475,144205028,5486971,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1476,144205029,9881626,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1477,144205030,4679,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,28.9567,inactive,,0,Microsource
1478,144205031,60699,Inconclusive,5,,,inconclusive,inconclusive antagonist,21.3138,-89.7085,active agonist,21.3138,74.2554,inconclusive agonist,6.74001,103.174,inconclusive,,0,Microsource
1479,144205032,74990,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,13.4481,64.593,inactive,,0,Microsource
1480,144205033,16667738,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1481,144205034,135409453,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Microsource
1482,144205035,23725082,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Microsource
1483,144205036,10206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1484,144205037,5475,Inconclusive,20,,,active agonist,active agonist,23.9145,217.428,inconclusive antagonist,8.48517,-38.7994,inconclusive agonist,23.9145,190.489,inactive,,0,Microsource
1485,144205038,6708773,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1486,144205039,6293,Inactive,0,,,inactive,inactive,,0,inactive,,0,active antagonist,17.5925,-70.7364,inactive,,0,Microsource
1487,144205040,9377,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,Microsource
1488,144205041,107770,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,0,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,9.52052,-63.738,Microsource
1489,144205042,69301,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,Microsource
1490,144205043,1549992,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1491,144205044,86472,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,5.35378,-53.5533,inactive,,0,SIGMA
1492,144205045,6975516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1493,144205046,5746,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.3138,-88.91,inactive,,0,active antagonist,25.8222,-103.491,active antagonist,23.9145,-91.9092,Microsource
1494,144205047,2722,Active,61,,,active antagonist,active antagonist,5.56323,-116.011,active agonist,6.48625,51.5282,active antagonist,5.67101,-92.5187,inactive,,0,Microsource
1495,144205048,12305761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Microsource
1496,144205049,470999,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1497,144205050,60196282,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1498,144205051,5388983,Inconclusive,20,,,active agonist,active agonist,0.175925,118.93,inactive,,0,active agonist,0.113152,107.73,inactive,,0,Microsource
1499,144205052,60198,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,18.9959,-76.9935,inactive,,0,active antagonist,19.7391,-73.5714,inactive,,0,Microsource
1500,144205053,16315,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1501,144205054,2817,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
1502,144205055,5323714,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
1503,144205056,3058754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1504,144205057,68093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1505,144205058,969516,Inconclusive,5,,,inconclusive,inconclusive antagonist,21.3138,-62.3271,inactive,,0,inactive,,0,inactive,,0,SIGMA
1506,144205059,60196284,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1507,144205060,94154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1508,144205061,5318517,Inconclusive,5,,,inconclusive,inconclusive antagonist,10.6822,-68.7252,inactive,,0,inconclusive,,0,inactive,,0,Microsource
1509,144205062,440936,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1510,144205063,26447,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1511,144205064,135398638,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Microsource
1512,144205065,10712,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Microsource
1513,144205066,179651,Inconclusive,5,,,inconclusive,active agonist,11.3152,70.6209,inactive,,0,inactive,,0,inactive,,0,Microsource
1514,144205067,222284,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Microsource
1515,144205068,3681,Inconclusive,20,,,active agonist,active agonist,2.25767,107.948,inactive,,0,active agonist,3.25083,66.1511,inactive,,0,Microsource
1516,144205069,588,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1517,144205070,23677058,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1518,144205071,197066,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1519,144205072,6674,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1520,144205073,14982,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,9.52052,67.7219,inactive,,0,inconclusive agonist,9.52052,47.2606,inactive,,0,Microsource
1521,144205074,64782,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1522,144205075,135398641,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,4.50464,45.4253,Microsource
1523,144205076,6738,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,Microsource
1524,144205077,20054942,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,-12.3952,inactive,,0,Microsource
1525,144205078,60496,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,10.6822,70.3141,inactive,,0,Microsource
1526,144205079,3515,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,FLUKA
1527,144205080,5284507,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1528,144205081,5358,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1529,144205082,6436173,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1530,144205083,28523,Inconclusive,5,,,inconclusive,active agonist,10.28,302.668,active antagonist,3.51016,-80.1727,active antagonist,3.64749,-145.43,active antagonist,2.68325,-105.46,Microsource
1531,144205084,441082,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1532,144205085,3747,Inconclusive,5,,,inconclusive,inconclusive agonist,9.52052,66.2233,inactive,,0,inactive,,0,inactive,,0,Microsource
1533,144205086,5281227,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1534,144205087,5078,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1535,144205088,146571,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1536,144205089,24773,Inconclusive,10,,,inconclusive agonist (cytotoxic),inconclusive agonist,2.25767,66.9089,inactive,,0,inconclusive agonist,8.48517,99.4878,inconclusive antagonist,8.01052,-41.374,Microsource
1537,144205090,5002,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Bionet
1538,144205091,8609,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Microsource
1539,144205092,222786,Active,57,,,active antagonist,active antagonist,9.16208,-108.174,inactive,,0,active antagonist,9.52052,-101.944,inactive,,0,Microsource
1540,144205093,64715,Active,48,,,active antagonist,active antagonist,23.9145,-59.2004,inconclusive,,0,inconclusive antagonist,4.77156,-49.4829,inactive,,0,Microsource
1541,144205094,9855548,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1542,144205095,71777,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
1543,144205096,73357,Inconclusive,10,,,inconclusive agonist (cytotoxic),active agonist,4.77156,241.251,inconclusive antagonist,1.34481,-24.736,inconclusive agonist,7.13938,127.908,active antagonist,11.9856,-116.543,Microsource
1544,144205097,20055083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1545,144205098,294641,Inconclusive,20,,,active agonist,active agonist,3.79019,39.5117,inactive,,0,inconclusive agonist,,0,inconclusive antagonist,14.2449,-64.9169,Microsource
1546,144205099,5282521,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Microsource
1547,144205100,23714647,Active,95,,,active antagonist,active antagonist,0.0916208,-146.272,inconclusive agonist,0.0848517,34.1657,active antagonist,0.115344,-148.291,inactive,,0,Microsource
1548,144205101,5161,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
1549,144205102,454937,Active,67,,,active antagonist,active antagonist,4.09255,-143.907,inconclusive agonist,,-0.869594,active antagonist,7.85827,-145.775,inactive,,0,Microsource
1550,144205103,60196285,Inconclusive,20,,,active agonist,active agonist,1.89959,82.8084,inactive,,0,active agonist,1.89959,83.508,inactive,,0,Microsource
1551,144205104,17513,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,BIOMOL
